年齢,性別,婚姻ステータス,部署,職種,給料,職位,勤続年数,勤務企業数,ストックオプション,昇給率,人事評価,残業,出張頻度,家からの距離,教育レベル,教育分野,昨年の研修受講回数,仕事への関与度,仕事満足度,職場環境満足度,人関関係満足度,ワークライフバランス,離職,入社日,退社日
47,男性,独身,営業,営業幹部,4960,2,20,2,0,12,3,FALSE,たまに,14,4,マーケティング,2,3,1,4,4,3,FALSE,2010-12-18,
40,男性,既婚,営業,営業幹部,10475,3,20,5,1,21,4,TRUE,頻繁,5,4,ライフサイエンス,2,2,1,4,3,3,FALSE,1999-07-02,
53,男性,既婚,研究開発,リサーチディレクター,14814,4,32,3,0,19,3,FALSE,たまに,7,3,ライフサイエンス,3,4,3,3,3,3,FALSE,2012-06-04,
41,男性,離婚,人事,マネージャー,19141,5,23,3,3,15,3,FALSE,たまに,10,4,人事,2,2,4,2,2,2,FALSE,1996-03-01,
60,男性,独身,営業,営業幹部,5405,2,10,8,0,14,3,FALSE,たまに,16,4,マーケティング,1,3,1,1,4,3,FALSE,2015-05-08,
27,男性,離婚,研究開発,製造ディレクター,8793,3,9,1,2,21,4,FALSE,頻繁,10,2,ライフサイエンス,4,3,1,4,3,2,FALSE,2008-01-22,
41,男性,既婚,人事,マネージャー,19189,5,22,1,1,12,3,FALSE,たまに,1,3,人事,3,2,3,4,2,3,FALSE,1995-06-29,
50,男性,既婚,営業,営業担当,3875,1,4,7,1,15,3,FALSE,たまに,8,4,マーケティング,2,3,2,4,4,3,FALSE,2015-12-02,
28,女性,独身,研究開発,リサーチサイエンティスト,2216,1,10,7,0,13,3,TRUE,たまに,1,2,ライフサイエンス,4,1,2,1,4,3,TRUE,2009-07-18,2017-07-16
36,女性,既婚,研究開発,リサーチディレクター,11713,3,10,9,1,14,3,FALSE,なし,8,3,ライフサイエンス,2,4,1,1,1,3,FALSE,2009-08-08,
38,女性,独身,研究開発,製造ディレクター,7861,3,10,4,0,14,3,TRUE,たまに,1,3,ライフサイエンス,4,3,3,3,4,4,FALSE,2016-02-09,
44,男性,独身,研究開発,ラボ技術者,3708,1,9,2,0,14,3,FALSE,なし,24,3,医療,5,1,3,1,3,3,FALSE,2012-02-16,
47,女性,離婚,営業,営業幹部,13770,4,28,9,2,12,3,TRUE,頻繁,3,3,医療,2,3,3,4,4,2,FALSE,1995-09-16,
30,男性,離婚,営業,営業幹部,5304,2,10,7,1,23,4,FALSE,たまに,27,5,マーケティング,2,3,4,3,4,2,FALSE,2009-11-14,
29,男性,独身,営業,営業担当,2642,1,1,1,0,11,3,FALSE,たまに,10,3,ライフサイエンス,6,3,3,3,3,3,FALSE,2016-09-26,
42,男性,離婚,研究開発,リサーチサイエンティスト,2759,1,7,6,0,12,3,TRUE,頻繁,19,3,医療,2,4,3,3,4,3,TRUE,2012-06-04,2014-06-06
43,男性,既婚,営業,営業幹部,6804,2,7,3,1,18,3,FALSE,頻繁,15,3,ライフサイエンス,5,2,4,4,3,3,FALSE,2015-03-09,
34,女性,独身,研究開発,ヘルスケア担当,6142,2,10,3,0,11,3,FALSE,たまに,8,2,医療,2,3,3,2,4,3,FALSE,2012-10-29,
23,男性,既婚,研究開発,ラボ技術者,2500,1,5,1,1,14,3,FALSE,たまに,9,1,医療,2,3,1,2,4,4,FALSE,2013-02-28,
39,女性,既婚,人事,人事,6389,2,12,9,1,15,3,FALSE,たまに,3,3,人事,3,4,2,3,3,1,FALSE,2009-11-02,
56,男性,既婚,研究開発,ヘルスケア担当,11103,4,30,7,0,11,3,FALSE,たまに,9,3,医療,1,3,4,3,3,2,FALSE,2007-03-29,
40,女性,独身,研究開発,リサーチサイエンティスト,2342,1,5,0,0,20,4,TRUE,たまに,2,1,医療,2,2,4,4,4,2,FALSE,2013-06-26,
27,女性,独身,研究開発,ヘルスケア担当,6811,2,9,8,0,19,3,FALSE,たまに,7,3,医療,2,2,1,4,1,1,FALSE,2010-09-24,
29,男性,離婚,営業,営業担当,2297,1,2,1,2,14,3,FALSE,たまに,10,3,マーケティング,2,3,2,4,4,3,FALSE,2015-08-30,
53,男性,独身,研究開発,ラボ技術者,2450,2,19,2,0,17,3,FALSE,たまに,6,3,ライフサイエンス,4,3,4,4,4,3,FALSE,2015-04-19,
35,女性,離婚,研究開発,ヘルスケア担当,5093,2,16,2,1,11,3,FALSE,なし,2,4,ライフサイエンス,2,3,1,4,1,4,FALSE,2016-05-30,
32,男性,既婚,研究開発,ラボ技術者,5309,2,10,1,2,15,3,FALSE,頻繁,24,4,ライフサイエンス,2,3,4,1,4,3,FALSE,2007-07-15,
38,男性,既婚,研究開発,リサーチサイエンティスト,3057,1,6,6,1,13,3,TRUE,たまに,2,5,医療,0,3,3,4,2,1,FALSE,2016-08-31,
34,女性,離婚,研究開発,製造ディレクター,5121,2,7,3,1,14,3,FALSE,たまに,8,5,ライフサイエンス,3,3,1,2,3,3,FALSE,2017-01-13,
52,男性,既婚,営業,マネージャー,16856,4,34,1,0,11,3,FALSE,たまに,3,4,マーケティング,3,2,1,3,1,4,FALSE,1983-05-11,
33,男性,独身,研究開発,リサーチサイエンティスト,2686,1,10,1,0,13,3,TRUE,たまに,1,4,その他,2,3,4,4,3,2,TRUE,2003-01-07,2013-03-19
25,女性,独身,営業,営業幹部,6180,2,6,1,0,23,4,FALSE,たまに,26,1,医療,5,3,4,3,2,2,FALSE,2011-08-25,
45,男性,独身,営業,営業担当,6632,2,9,0,0,13,3,FALSE,たまに,2,2,技術系,3,1,3,2,1,3,FALSE,2009-06-28,
23,男性,独身,研究開発,リサーチサイエンティスト,3505,1,2,1,0,18,3,FALSE,たまに,10,1,医療,3,4,3,1,4,3,FALSE,2015-02-13,
47,女性,独身,営業,営業幹部,6397,2,8,4,0,12,3,TRUE,頻繁,27,2,ライフサイエンス,2,4,3,2,4,3,TRUE,2009-01-03,2014-02-28
34,男性,独身,営業,営業幹部,6274,2,6,1,0,22,4,FALSE,たまに,2,3,その他,5,3,4,4,3,3,FALSE,2011-10-10,
55,男性,既婚,研究開発,マネージャー,19859,5,24,5,1,13,3,TRUE,たまに,2,3,医療,2,3,1,4,4,3,TRUE,2007-07-24,2012-09-20
36,男性,独身,営業,営業幹部,7587,3,10,1,0,15,3,FALSE,なし,8,4,ライフサイエンス,1,2,1,1,2,3,FALSE,2007-05-23,
52,男性,既婚,研究開発,リサーチサイエンティスト,4258,1,5,0,1,18,3,FALSE,なし,19,4,医療,3,3,4,4,1,3,FALSE,2013-07-02,
26,女性,離婚,研究開発,ラボ技術者,4364,1,5,3,1,14,3,FALSE,頻繁,1,2,ライフサイエンス,2,1,4,1,1,3,FALSE,2015-10-25,
29,女性,既婚,研究開発,ヘルスケア担当,4335,2,11,4,1,12,3,FALSE,たまに,27,3,医療,3,3,3,2,1,2,FALSE,2009-08-06,
26,男性,独身,営業,営業幹部,5326,2,6,6,0,17,3,FALSE,たまに,8,3,技術系,2,2,1,4,3,2,TRUE,2007-05-04,2011-12-02
34,女性,独身,研究開発,リサーチサイエンティスト,3280,1,10,2,0,16,3,FALSE,たまに,1,4,ライフサイエンス,2,4,4,2,3,3,FALSE,2013-09-11,
54,女性,離婚,研究開発,製造ディレクター,5485,2,9,9,2,11,3,TRUE,たまに,19,4,医療,4,3,1,4,2,3,FALSE,2012-07-10,
27,男性,既婚,営業,営業幹部,4342,2,5,0,1,19,3,FALSE,頻繁,8,1,マーケティング,3,3,4,3,2,3,FALSE,2013-01-23,
37,女性,離婚,研究開発,リサーチサイエンティスト,2782,1,6,0,2,13,3,TRUE,たまに,10,1,ライフサイエンス,3,3,1,4,2,2,FALSE,2012-12-15,
38,女性,独身,研究開発,製造ディレクター,5980,2,17,6,0,12,3,TRUE,頻繁,2,4,ライフサイエンス,2,4,1,1,4,3,FALSE,2002-06-20,
34,女性,独身,研究開発,リサーチサイエンティスト,4381,1,6,1,0,11,3,FALSE,たまに,2,4,医療,3,2,1,3,3,3,FALSE,2011-07-24,
35,女性,既婚,営業,営業担当,2572,1,3,1,1,16,3,FALSE,たまに,8,4,ライフサイエンス,1,3,4,1,2,2,FALSE,2014-02-05,
30,男性,既婚,研究開発,ラボ技術者,3833,1,7,3,2,21,4,FALSE,たまに,1,3,ライフサイエンス,2,1,3,4,3,3,FALSE,2015-02-14,
40,女性,既婚,研究開発,ヘルスケア担当,4244,2,8,1,1,24,4,FALSE,頻繁,2,2,医療,2,4,2,3,4,3,FALSE,2009-11-03,
34,女性,既婚,営業,営業幹部,6500,2,6,5,1,17,3,FALSE,たまに,8,2,ライフサイエンス,1,3,1,3,2,3,FALSE,2014-04-02,
42,男性,離婚,研究開発,マネージャー,18430,5,24,1,1,13,3,FALSE,頻繁,8,3,ライフサイエンス,4,3,4,2,2,2,FALSE,1993-08-07,
23,男性,既婚,研究開発,ラボ技術者,1601,1,1,1,2,21,4,TRUE,たまに,6,3,ライフサイエンス,2,4,1,3,3,3,TRUE,2014-01-21,2014-08-12
24,男性,離婚,研究開発,ラボ技術者,2694,1,1,1,3,11,3,FALSE,なし,9,3,ライフサイエンス,4,2,2,3,3,3,FALSE,2016-12-03,
52,女性,既婚,研究開発,ラボ技術者,3149,2,9,8,1,20,4,FALSE,たまに,11,4,ライフサイエンス,3,3,3,4,2,3,FALSE,2012-11-20,
50,男性,既婚,研究開発,リサーチディレクター,17639,4,30,5,0,16,3,FALSE,たまに,2,3,医療,3,3,3,3,4,3,FALSE,2013-01-29,
29,女性,既婚,研究開発,ラボ技術者,2319,1,1,1,1,11,3,TRUE,たまに,1,2,ライフサイエンス,1,2,1,2,4,3,TRUE,2008-10-03,2010-08-20
33,男性,既婚,研究開発,リサーチディレクター,11691,3,14,0,0,11,3,FALSE,たまに,7,3,医療,3,3,3,3,4,4,FALSE,2004-11-03,
33,女性,独身,営業,営業幹部,5324,2,6,5,0,15,3,FALSE,たまに,16,3,マーケティング,3,3,1,1,3,3,TRUE,2011-06-03,2014-12-13
47,女性,既婚,研究開発,マネージャー,16752,4,26,1,1,11,3,TRUE,たまに,2,2,その他,3,3,4,3,3,2,FALSE,1991-01-27,
36,女性,既婚,研究開発,製造ディレクター,5228,2,10,0,1,15,3,FALSE,たまに,1,3,その他,2,3,2,3,1,3,FALSE,2008-09-04,
29,男性,既婚,研究開発,リサーチサイエンティスト,2700,1,10,1,1,24,4,FALSE,たまに,23,2,ライフサイエンス,3,4,3,3,3,3,FALSE,2007-11-04,
58,男性,独身,研究開発,リサーチディレクター,19246,5,40,7,0,12,3,TRUE,たまに,2,4,ライフサイエンス,2,3,2,4,4,3,TRUE,1976-08-02,2008-07-14
35,女性,独身,研究開発,リサーチサイエンティスト,2506,1,7,3,0,13,3,FALSE,たまに,1,4,ライフサイエンス,0,4,3,4,3,3,FALSE,2015-07-17,
42,女性,既婚,研究開発,製造ディレクター,6062,2,8,9,1,13,3,TRUE,たまに,1,2,ライフサイエンス,4,2,4,4,4,3,FALSE,2013-10-13,
28,男性,独身,研究開発,リサーチサイエンティスト,4382,1,5,6,0,17,3,FALSE,たまに,2,4,医療,3,3,3,3,4,2,TRUE,2014-07-25,2016-07-25
36,男性,既婚,人事,人事,2143,1,8,4,1,13,3,FALSE,たまに,13,3,人事,2,3,2,3,2,3,FALSE,2012-05-20,
32,女性,既婚,研究開発,製造ディレクター,6162,2,14,1,1,12,3,FALSE,たまに,4,3,ライフサイエンス,3,2,3,3,3,3,FALSE,2003-08-08,
40,男性,独身,研究開発,ラボ技術者,5094,2,10,6,0,14,3,FALSE,頻繁,16,4,医療,6,2,3,1,4,3,FALSE,2016-02-08,
30,女性,独身,研究開発,製造ディレクター,6877,2,12,5,0,24,4,TRUE,たまに,2,3,医療,4,2,4,3,2,2,FALSE,2017-07-01,
45,女性,独身,研究開発,リサーチサイエンティスト,2274,1,1,1,0,14,3,FALSE,たまに,2,3,ライフサイエンス,3,2,3,2,4,3,FALSE,2016-01-14,
42,男性,既婚,研究開発,製造ディレクター,4434,2,10,1,1,13,3,FALSE,たまに,29,3,ライフサイエンス,3,3,2,2,4,2,FALSE,2008-12-22,
38,男性,離婚,研究開発,ヘルスケア担当,6288,2,13,2,1,15,3,FALSE,頻繁,12,3,ライフサイエンス,3,2,1,1,3,2,FALSE,2013-08-16,
34,女性,独身,研究開発,リサーチサイエンティスト,2553,1,6,1,0,16,3,FALSE,頻繁,16,4,ライフサイエンス,3,2,4,3,3,3,FALSE,2012-08-13,
49,女性,既婚,営業,営業幹部,7654,3,9,1,2,18,3,FALSE,たまに,11,3,マーケティング,3,3,4,3,1,4,TRUE,1999-10-08,2009-02-07
55,男性,独身,営業,営業幹部,5160,2,12,4,0,16,3,FALSE,たまに,2,1,医療,3,3,4,3,3,2,TRUE,2006-09-03,2016-01-14
43,男性,既婚,研究開発,リサーチディレクター,17159,4,22,6,1,24,4,FALSE,たまに,14,2,ライフサイエンス,3,3,1,2,3,3,FALSE,2013-05-13,
27,男性,離婚,研究開発,リサーチディレクター,12808,3,9,1,1,16,3,TRUE,たまに,5,1,技術系,3,2,4,3,2,3,FALSE,2008-12-20,
35,男性,独身,研究開発,製造ディレクター,10221,3,17,3,0,21,4,FALSE,たまに,7,3,その他,3,3,3,3,2,4,FALSE,2009-04-22,
28,女性,既婚,営業,営業幹部,4779,2,8,1,0,20,4,TRUE,たまに,2,4,マーケティング,2,3,2,2,1,3,FALSE,2009-03-10,
34,男性,既婚,人事,人事,3737,1,4,0,1,19,3,FALSE,たまに,3,2,人事,1,3,4,3,3,1,FALSE,2014-06-30,
26,女性,既婚,研究開発,リサーチサイエンティスト,2366,1,8,1,1,14,3,TRUE,頻繁,5,2,医療,2,2,3,3,1,3,TRUE,2003-08-05,2011-09-15
27,男性,既婚,研究開発,リサーチサイエンティスト,1706,1,0,1,3,11,3,FALSE,なし,3,3,医療,6,3,4,4,3,2,FALSE,2017-02-04,
51,女性,既婚,営業,マネージャー,16307,4,29,2,1,14,3,FALSE,たまに,26,4,マーケティング,2,3,3,1,3,2,FALSE,1997-08-04,
44,男性,独身,研究開発,ヘルスケア担当,5933,2,10,9,0,12,3,FALSE,たまに,4,3,医療,2,3,2,4,4,2,FALSE,2012-07-12,
25,男性,独身,研究開発,リサーチサイエンティスト,3424,1,6,7,0,13,3,FALSE,たまに,2,1,医療,3,4,1,1,3,2,FALSE,2013-04-16,
33,男性,離婚,営業,営業幹部,4037,2,9,1,1,22,4,FALSE,たまに,1,3,医療,5,4,1,1,1,3,FALSE,2008-10-05,
35,女性,独身,研究開発,リサーチサイエンティスト,2559,1,6,1,0,11,3,FALSE,たまに,27,1,医療,3,2,1,3,4,2,FALSE,2011-09-15,
36,男性,既婚,営業,営業幹部,6201,2,18,1,1,14,3,TRUE,たまに,1,2,ライフサイエンス,1,3,4,2,4,2,FALSE,1999-04-20,
32,男性,離婚,営業,営業幹部,4403,2,8,2,1,11,3,FALSE,たまに,13,4,ライフサイエンス,3,3,4,2,3,2,FALSE,2012-03-25,
30,男性,離婚,研究開発,リサーチサイエンティスト,3761,1,10,9,1,12,3,FALSE,頻繁,5,4,ライフサイエンス,3,2,4,2,2,2,FALSE,2012-12-27,
53,女性,既婚,営業,営業幹部,10934,3,35,7,1,18,3,TRUE,たまに,7,2,マーケティング,3,2,4,1,4,3,FALSE,2012-06-14,
45,男性,離婚,営業,営業幹部,10761,3,18,4,1,12,3,TRUE,たまに,9,3,マーケティング,2,3,1,4,3,3,FALSE,2012-05-08,
32,女性,既婚,研究開発,リサーチサイエンティスト,5175,2,9,5,1,12,3,FALSE,たまに,8,2,医療,3,4,3,3,3,2,FALSE,2012-01-27,
52,女性,既婚,研究開発,製造ディレクター,13826,4,31,3,0,22,4,FALSE,頻繁,25,4,医療,3,2,4,3,3,3,FALSE,2008-04-24,
37,男性,離婚,営業,営業幹部,6334,2,9,4,2,19,3,FALSE,たまに,16,4,マーケティング,2,2,3,4,4,3,FALSE,2016-10-01,
28,男性,離婚,人事,人事,4936,1,6,1,1,13,3,FALSE,たまに,8,2,医療,6,2,4,2,4,3,FALSE,2012-08-04,
22,男性,既婚,研究開発,製造ディレクター,4775,2,4,6,2,22,4,FALSE,たまに,1,2,ライフサイエンス,2,2,4,4,1,1,FALSE,2015-11-18,
44,男性,既婚,研究開発,ラボ技術者,2818,1,10,2,1,24,4,TRUE,たまに,8,4,ライフサイエンス,2,4,4,1,3,2,FALSE,2014-11-15,
42,男性,独身,研究開発,リサーチサイエンティスト,2515,1,8,5,0,14,3,TRUE,頻繁,2,1,医療,2,3,4,2,4,3,FALSE,2015-05-13,
36,男性,既婚,人事,人事,2342,1,6,0,0,21,4,FALSE,たまに,8,3,ライフサイエンス,3,2,1,1,3,3,FALSE,2012-08-28,
25,男性,既婚,営業,営業幹部,4194,2,5,1,0,18,3,TRUE,たまに,3,1,その他,3,3,1,3,4,3,FALSE,2012-07-31,
35,女性,既婚,研究開発,製造ディレクター,10685,3,17,1,1,20,4,TRUE,たまに,9,3,ライフサイエンス,2,2,3,4,2,3,FALSE,2000-01-24,
35,女性,離婚,研究開発,リサーチサイエンティスト,2022,1,10,1,1,19,3,TRUE,頻繁,25,4,ライフサイエンス,3,3,2,4,1,2,TRUE,2004-08-06,2014-12-24
32,男性,離婚,研究開発,ラボ技術者,2314,1,4,0,1,12,3,FALSE,なし,1,3,ライフサイエンス,2,3,4,4,2,3,FALSE,2014-10-10,
25,男性,既婚,営業,営業幹部,4256,2,5,1,0,12,3,FALSE,たまに,4,1,マーケティング,1,2,1,3,1,4,FALSE,2012-04-24,
49,女性,既婚,研究開発,リサーチサイエンティスト,3580,1,7,2,1,16,3,FALSE,たまに,1,3,技術系,2,3,1,3,2,3,FALSE,2013-12-29,
24,男性,既婚,研究開発,ラボ技術者,3162,1,6,0,0,17,3,FALSE,なし,4,1,ライフサイエンス,2,2,4,1,4,2,FALSE,2012-04-26,
32,男性,既婚,営業,営業幹部,6524,2,10,1,1,14,3,FALSE,頻繁,5,2,ライフサイエンス,3,3,2,2,4,3,FALSE,2007-03-19,
38,男性,既婚,営業,営業担当,2899,1,3,0,1,19,3,FALSE,たまに,9,3,マーケティング,3,2,2,2,4,3,FALSE,2015-07-01,
42,女性,既婚,研究開発,ラボ技術者,5231,2,17,2,1,13,3,TRUE,たまに,3,3,ライフサイエンス,1,4,4,3,2,2,FALSE,2012-09-11,
31,男性,既婚,研究開発,リサーチサイエンティスト,2356,1,8,3,1,19,3,TRUE,たまに,11,4,ライフサイエンス,2,3,4,4,2,3,FALSE,2011-04-08,
29,女性,離婚,営業,営業担当,2800,1,5,6,3,19,3,TRUE,たまに,1,3,医療,3,2,3,2,3,3,TRUE,2004-09-12,2008-01-02
53,男性,既婚,営業,営業幹部,11836,4,28,5,1,14,3,FALSE,たまに,8,3,マーケティング,3,3,4,1,3,3,FALSE,2015-03-25,
35,男性,既婚,研究開発,製造ディレクター,10903,3,16,3,0,16,3,FALSE,たまに,25,3,技術系,2,2,2,4,1,3,FALSE,2004-11-21,
37,女性,既婚,営業,営業担当,2973,1,10,5,1,15,3,FALSE,頻繁,21,2,医療,3,3,4,3,2,3,FALSE,2012-03-16,
53,女性,独身,研究開発,リサーチディレクター,14275,4,33,6,0,18,3,FALSE,たまに,23,4,ライフサイエンス,0,3,4,4,3,3,FALSE,2005-07-06,
43,女性,既婚,研究開発,ヘルスケア担当,5562,2,12,4,1,13,3,FALSE,頻繁,1,3,ライフサイエンス,2,3,4,4,2,2,FALSE,2012-03-03,
47,女性,既婚,営業,営業幹部,4537,2,8,0,1,22,4,TRUE,たまに,2,2,マーケティング,2,3,4,3,1,3,FALSE,2010-03-31,
37,男性,独身,営業,営業幹部,7642,3,10,1,0,13,3,TRUE,なし,19,2,医療,2,3,2,1,4,3,FALSE,2007-02-06,
50,男性,離婚,研究開発,マネージャー,17924,4,31,1,1,11,3,FALSE,なし,2,4,ライフサイエンス,3,3,1,1,4,3,FALSE,1986-09-22,
39,女性,既婚,人事,人事,5204,2,13,8,2,11,3,FALSE,たまに,2,3,ライフサイエンス,2,2,4,4,3,3,FALSE,2012-07-22,
33,男性,離婚,人事,人事,2277,1,7,3,1,11,3,TRUE,たまに,3,2,人事,4,3,2,4,3,4,FALSE,2013-09-24,
32,男性,独身,研究開発,ラボ技術者,2795,1,1,1,0,24,4,TRUE,たまに,25,4,ライフサイエンス,2,3,4,1,3,1,TRUE,2010-05-28,2011-09-25
29,女性,離婚,研究開発,ラボ技術者,2532,1,8,6,3,14,3,FALSE,たまに,7,1,医療,5,2,4,1,3,3,FALSE,2013-02-20,
44,男性,既婚,研究開発,リサーチサイエンティスト,2559,1,8,1,0,13,3,TRUE,たまに,9,2,ライフサイエンス,0,3,1,2,4,3,FALSE,2009-11-22,
28,男性,独身,営業,営業幹部,4908,2,4,1,0,14,3,FALSE,たまに,5,4,医療,3,3,4,1,2,3,FALSE,2013-08-08,
58,男性,離婚,研究開発,ラボ技術者,2380,1,3,9,1,14,3,TRUE,頻繁,2,1,ライフサイエンス,3,2,4,4,4,2,TRUE,2010-09-26,2012-02-21
43,女性,離婚,研究開発,製造ディレクター,4765,2,4,4,1,21,4,FALSE,たまに,8,3,ライフサイエンス,2,3,2,1,3,4,FALSE,2016-08-17,
20,女性,独身,営業,営業担当,2044,1,2,1,0,13,3,FALSE,たまに,2,3,医療,3,2,3,3,4,2,TRUE,2008-12-29,2011-03-04
21,女性,独身,研究開発,リサーチサイエンティスト,2693,1,1,1,0,19,3,FALSE,たまに,18,1,その他,3,3,4,4,1,2,TRUE,2015-08-07,2016-11-11
36,男性,既婚,研究開発,ヘルスケア担当,6586,2,17,0,1,17,3,TRUE,たまに,14,1,ライフサイエンス,2,3,4,3,1,2,FALSE,2001-05-06,
47,女性,独身,営業,営業担当,3294,1,3,1,0,18,3,TRUE,たまに,2,4,ライフサイエンス,3,2,4,4,1,2,FALSE,2014-03-10,
22,女性,既婚,研究開発,製造ディレクター,4171,2,4,0,1,19,3,TRUE,たまに,3,1,ライフサイエンス,3,3,3,2,1,4,TRUE,2013-02-03,2016-07-06
41,女性,離婚,研究開発,ラボ技術者,2778,1,10,4,1,13,3,TRUE,たまに,2,4,ライフサイエンス,1,1,4,2,3,2,TRUE,2004-12-14,2012-02-11
28,女性,離婚,研究開発,リサーチサイエンティスト,2377,1,6,5,1,18,3,FALSE,たまに,9,3,医療,2,3,3,3,2,3,FALSE,2015-09-19,
39,男性,既婚,研究開発,ラボ技術者,2404,1,8,7,0,21,4,TRUE,たまに,6,3,医療,2,3,1,4,4,1,TRUE,2013-06-03,2016-03-22
27,女性,独身,研究開発,リサーチサイエンティスト,2318,1,1,1,0,19,3,FALSE,たまに,4,3,ライフサイエンス,2,3,3,2,3,3,FALSE,2016-11-02,
34,男性,離婚,研究開発,ラボ技術者,2008,1,1,1,2,14,3,FALSE,たまに,10,3,ライフサイエンス,3,3,2,2,2,3,FALSE,2016-03-19,
42,女性,独身,営業,営業幹部,6244,2,10,7,0,17,3,FALSE,たまに,14,2,医療,6,2,3,3,1,3,FALSE,2012-06-24,
33,男性,独身,研究開発,リサーチサイエンティスト,2799,1,6,3,0,11,3,TRUE,たまに,1,4,その他,1,2,1,3,2,3,FALSE,2014-09-07,
58,女性,離婚,研究開発,ヘルスケア担当,10552,3,24,2,1,13,3,TRUE,たまに,5,3,技術系,3,2,2,3,4,3,FALSE,2011-09-23,
31,男性,既婚,営業,営業担当,2329,1,13,3,0,15,3,FALSE,たまに,7,4,ライフサイエンス,2,2,3,2,2,4,FALSE,2010-03-15,
35,女性,既婚,研究開発,ヘルスケア担当,4014,2,10,1,1,25,4,TRUE,たまに,21,1,ライフサイエンス,2,3,4,4,4,1,FALSE,2007-11-25,
49,女性,既婚,研究開発,ラボ技術者,7403,3,29,4,1,11,3,FALSE,たまに,8,2,その他,3,3,2,1,3,2,FALSE,1991-03-02,
48,男性,既婚,研究開発,リサーチサイエンティスト,2259,1,13,4,2,17,3,FALSE,たまに,20,4,医療,2,3,3,4,1,2,FALSE,2017-12-04,
31,女性,既婚,営業,営業幹部,6932,2,9,1,1,13,3,FALSE,なし,20,2,マーケティング,2,3,3,4,4,2,FALSE,2008-04-14,
36,男性,独身,研究開発,リサーチサイエンティスト,4678,1,8,2,0,18,3,FALSE,たまに,7,4,その他,6,3,4,2,3,3,FALSE,2011-02-20,
38,女性,既婚,研究開発,リサーチディレクター,13582,3,15,1,1,13,3,FALSE,たまに,1,3,技術系,3,3,1,4,2,3,FALSE,2002-01-09,
32,女性,既婚,研究開発,ラボ技術者,2332,1,5,6,0,20,4,FALSE,なし,1,3,ライフサイエンス,3,2,2,3,3,3,FALSE,2014-10-03,
25,男性,既婚,営業,営業担当,2413,1,1,1,3,18,3,TRUE,たまに,19,2,マーケティング,2,2,2,3,3,3,TRUE,2011-03-16,2012-03-24
40,男性,離婚,営業,営業幹部,9705,3,11,2,1,12,3,FALSE,たまに,10,4,マーケティング,2,2,2,1,2,2,FALSE,2016-10-12,
26,男性,独身,営業,営業幹部,4294,2,7,1,0,12,3,FALSE,頻繁,1,3,医療,2,2,1,3,2,3,FALSE,2010-11-18,
41,男性,独身,研究開発,ラボ技術者,4721,1,20,2,0,13,3,TRUE,たまに,6,3,医療,3,3,1,4,3,3,FALSE,1999-08-14,
36,男性,独身,研究開発,ラボ技術者,2519,1,16,4,0,21,4,FALSE,たまに,2,4,医療,6,3,3,3,3,3,FALSE,2006-12-02,
19,男性,独身,営業,営業担当,2121,1,1,1,0,13,3,TRUE,たまに,21,3,その他,3,2,2,4,2,4,TRUE,2007-06-08,2008-09-18
20,男性,独身,研究開発,ラボ技術者,2973,1,1,1,0,19,3,FALSE,たまに,4,3,技術系,2,3,1,1,2,3,TRUE,2012-02-07,2013-09-01
31,女性,既婚,研究開発,ヘルスケア担当,5855,2,10,0,2,11,3,TRUE,たまに,12,3,医療,2,3,4,4,3,1,FALSE,2008-09-03,
40,男性,離婚,研究開発,リサーチサイエンティスト,3617,1,3,8,1,14,3,TRUE,頻繁,9,4,医療,2,3,2,4,4,3,FALSE,2016-01-23,
32,女性,既婚,研究開発,製造ディレクター,6725,2,8,1,1,12,3,FALSE,たまに,3,4,医療,2,3,1,3,3,4,FALSE,2009-08-17,
36,男性,既婚,営業,営業幹部,10325,3,16,1,1,11,3,TRUE,たまに,3,1,ライフサイエンス,6,2,4,3,1,3,TRUE,2000-02-24,2017-02-06
33,女性,独身,研究開発,ヘルスケア担当,6949,2,6,0,0,14,3,FALSE,たまに,1,3,ライフサイエンス,3,2,4,2,1,3,FALSE,2012-09-23,
